país,año,población
Sub-Saharan Africa (excluding high income),1976,347079744.0
Sub-Saharan Africa (excluding high income),1975,337425199.0
Sub-Saharan Africa (excluding high income),1974,328040286.0
Sub-Saharan Africa (excluding high income),1973,318917185.0
Sub-Saharan Africa (excluding high income),1972,310247021.0
Sub-Saharan Africa (excluding high income),1971,302040567.0
Sub-Saharan Africa (excluding high income),1970,294017921.0
Sub-Saharan Africa (excluding high income),1969,286239401.0
Sub-Saharan Africa (excluding high income),1968,278722898.0
Sub-Saharan Africa (excluding high income),1967,271449489.0
Sub-Saharan Africa (excluding high income),1966,264479457.0
Sub-Saharan Africa (excluding high income),1965,257758604.0
Sub-Saharan Africa (excluding high income),1964,251246212.0
Sub-Saharan Africa (excluding high income),1963,244989535.0
Sub-Saharan Africa (excluding high income),1962,238982373.0
Sub-Saharan Africa (excluding high income),1961,233198708.0
Sub-Saharan Africa (excluding high income),1960,227661305.0
Sub-Saharan Africa (IDA & IBRD countries),2023,1259902353.0
Sub-Saharan Africa (IDA & IBRD countries),2022,1229208573.0
Sub-Saharan Africa (IDA & IBRD countries),2021,1199011925.0
Sub-Saharan Africa (IDA & IBRD countries),2020,1169015451.0
Sub-Saharan Africa (IDA & IBRD countries),2019,1139315618.0
Sub-Saharan Africa (IDA & IBRD countries),2018,1109997000.0
Sub-Saharan Africa (IDA & IBRD countries),2017,1080941647.0
Sub-Saharan Africa (IDA & IBRD countries),2016,1052824144.0
Sub-Saharan Africa (IDA & IBRD countries),2015,1025251114.0
Sub-Saharan Africa (IDA & IBRD countries),2014,997961037.0
Sub-Saharan Africa (IDA & IBRD countries),2013,971232906.0
Sub-Saharan Africa (IDA & IBRD countries),2012,944970310.0
Sub-Saharan Africa (IDA & IBRD countries),2011,919528126.0
Sub-Saharan Africa (IDA & IBRD countries),2010,894666657.0
Sub-Saharan Africa (IDA & IBRD countries),2009,870347292.0
Sub-Saharan Africa (IDA & IBRD countries),2008,846656872.0
Sub-Saharan Africa (IDA & IBRD countries),2007,823564883.0
Sub-Saharan Africa (IDA & IBRD countries),2006,801269368.0
Sub-Saharan Africa (IDA & IBRD countries),2005,779665113.0
Sub-Saharan Africa (IDA & IBRD countries),2004,758653144.0
Sub-Saharan Africa (IDA & IBRD countries),2003,738316131.0
Sub-Saharan Africa (IDA & IBRD countries),2002,718662153.0
Sub-Saharan Africa (IDA & IBRD countries),2001,699588585.0
Sub-Saharan Africa (IDA & IBRD countries),2000,681125107.0
Sub-Saharan Africa (IDA & IBRD countries),1999,663257231.0
Sub-Saharan Africa (IDA & IBRD countries),1998,645803591.0
Sub-Saharan Africa (IDA & IBRD countries),1997,628853819.0
Sub-Saharan Africa (IDA & IBRD countries),1996,612553970.0
Sub-Saharan Africa (IDA & IBRD countries),1995,596382250.0
Sub-Saharan Africa (IDA & IBRD countries),1994,580801913.0
Sub-Saharan Africa (IDA & IBRD countries),1993,565570780.0
Sub-Saharan Africa (IDA & IBRD countries),1992,550274082.0
Sub-Saharan Africa (IDA & IBRD countries),1991,535621670.0
Sub-Saharan Africa (IDA & IBRD countries),1990,521314712.0
Sub-Saharan Africa (IDA & IBRD countries),1989,507001395.0
Sub-Saharan Africa (IDA & IBRD countries),1988,492983652.0
Sub-Saharan Africa (IDA & IBRD countries),1987,479171693.0
Sub-Saharan Africa (IDA & IBRD countries),1986,465510912.0
Sub-Saharan Africa (IDA & IBRD countries),1985,452261445.0
Sub-Saharan Africa (IDA & IBRD countries),1984,439338948.0
Sub-Saharan Africa (IDA & IBRD countries),1983,426899800.0
Sub-Saharan Africa (IDA & IBRD countries),1982,414407128.0
Sub-Saharan Africa (IDA & IBRD countries),1981,401805572.0
Sub-Saharan Africa (IDA & IBRD countries),1980,389959247.0
Sub-Saharan Africa (IDA & IBRD countries),1979,378695833.0
Sub-Saharan Africa (IDA & IBRD countries),1978,367476902.0
Sub-Saharan Africa (IDA & IBRD countries),1977,356939418.0
Sub-Saharan Africa (IDA & IBRD countries),1976,347140248.0
Sub-Saharan Africa (IDA & IBRD countries),1975,337484491.0
Sub-Saharan Africa (IDA & IBRD countries),1974,328098223.0
Sub-Saharan Africa (IDA & IBRD countries),1973,318974077.0
Sub-Saharan Africa (IDA & IBRD countries),1972,310303050.0
Sub-Saharan Africa (IDA & IBRD countries),1971,302095262.0
Sub-Saharan Africa (IDA & IBRD countries),1970,294071521.0
Sub-Saharan Africa (IDA & IBRD countries),1969,286291766.0
Sub-Saharan Africa (IDA & IBRD countries),1968,278774032.0
